SL Source #1,SEQID,Module,Primary Target,Exposure (s),RA,DEC,PA,,In old sheet?,Notes,,,,,
GX 9+1,40101012003,B,G11d2m0d3,32357.89,272.78,-19.3191,80.5711,0,Y,Strong SL,,,,,
GX 9+1,40101012004,A,G11d2m0d3,35340.4855,272.78,-19.327,72.0415,2,Y,Strong SL,,,,,
GX 9+1,40101012004,B,G11d2m0d3,35340.4855,272.78,-19.327,72.0415,0,Y,Two SL sources,,GX 13+1,,,
GX 9+1,40101012004,B,G11d2m0d3,35340.4855,272.78,-19.327,72.0415,0,Y,Two SL sources,,GX 13+1,,,
GX 9+1,40401006002,B,W28,96808.1031,270.44,-23.2552,333.8167,2,N,Strong SL,,,,,
GX 9+1,40401006002,B,W28,96808.1031,270.44,-23.2552,333.8167,2,N,Strong SL,,,,,
GX 9+1,80002014002,A,SwiftJ1808d4m1754,42500.0217,272.11,-17.8786,138.7738,0,Y,Strong SL,,,,,
GX 9+1,80002014002,B,SwiftJ1808d4m1754,42500.0217,272.11,-17.8786,138.7738,0,Y,"Strong SL on both, plus second",,GX 13+1,,,
GX 9+1,80002014002,B,SwiftJ1808d4m1754,42500.0217,272.11,-17.8786,138.7738,0,Y,"Strong SL on both, plus second",,GX 13+1,,,
GX 9+1,80202013003,A,XTE_J1810m197,40929.7424,272.49,-19.7018,156.4938,0,Y,Two sources,,GX 3+1,,,
GX 9+1,80202013003,B,XTE_J1810m197,40929.7424,272.49,-19.7018,156.4938,0,Y,Strong SL,,,,,
GX 9+1,80202013003,B,XTE_J1810m197,40929.7424,272.49,-19.7018,156.4938,0,Y,Strong SL,,,,,
GX 9+1,80202013005,A,XTE_J1810m197,38941.4001,272.49,-19.6937,154.5517,0,Y,Two sources,,GX 3+1,,,
GX 9+1,80202013005,B,XTE_J1810m197,38941.4001,272.49,-19.6937,154.5517,0,Y,Strong SL,,,,,
GX 9+1,80202013005,B,XTE_J1810m197,38941.4001,272.49,-19.6937,154.5517,0,Y,Strong SL,,,,,
GX 9+1,80301311002,B,IGR_J17591m2342,29167.8325,269.76,-23.7452,334.4676,0,Y,Multiple (mismatch),,GX 5-1,,,
GX 9+1,80301311002,B,IGR_J17591m2342,29167.8325,269.76,-23.7452,334.4676,0,Y,Multiple (mismatch),,GX 5-1,,,
GX 9+1,90001002002,A,IGRJ17488m2018,18172.1257,267.24,-20.333,156.3004,1,Y,Single,,,,,
GX 9+1,90001002002,B,IGRJ17488m2018,18172.1257,267.24,-20.333,156.3004,1,Y,Strong SL,,,,,
GX 9+1,90001002002,B,IGRJ17488m2018,18172.1257,267.24,-20.333,156.3004,1,Y,Strong SL,,,,,
GX 9+1,90201027002,A,G11d2m0d3,90943.157,272.84,-19.41,67.5242,2,Y,"Multiple, complex, overlapping sources",,,,,
GX 9+1,90201027002,B,G11d2m0d3,90943.157,272.84,-19.41,67.5242,1,Y,"Two sources, weight pattern",,GX 13+1,,,
GX 9+1,90201027002,B,G11d2m0d3,90943.157,272.84,-19.41,67.5242,1,Y,"Two sources, weight pattern",,GX 13+1,,,
GX 9+1,90301320002,A,NGC_6440,44470.1994,267.18,-20.3923,334.065,0,Y,Strong SL,,,,,
GX 9+1,90301320002,B,NGC_6440,44470.1994,267.18,-20.3923,334.065,0,Y,Strong,,,,,
GX 9+1,90301320002,B,NGC_6440,44470.1994,267.18,-20.3923,334.065,0,Y,Strong,,,,,
GX 9+1,90401331002,B,IGR_J17591m2342,27086.8402,269.74,-23.751,334.454,0,Y,Multiple (mismatch),,GX 5-1,,,
GX 9+1,90401331002,B,IGR_J17591m2342,27086.8402,269.74,-23.751,334.454,0,Y,Multiple (mismatch),,GX 5-1,,,
GX 9+9,60002032002,A,PDS_456,43763.9534,262.07,-14.2913,340.6112,0,Y,Strong SL,,,,,
GX 9+9,60002032004,A,PDS_456,42925.7381,262.06,-14.2783,338.9842,0,Y,Strong SL,,,,,
GX 9+9,60002032006,A,PDS_456,44018.5289,262.07,-14.2752,337.4768,0,Y,Strong SL,,,,,
GX 9+9,60002032008,A,PDS_456,58513.4213,262.06,-14.2897,336.7526,0,Y,Strong SL,,,,,
GX 9+9,60002032010,B,PDS_456,109716.8291,262.10,-14.2338,159.5322,1,Y,Edge SL,,,,,
GX 9+9,60002032010,B,PDS_456,109716.8291,262.10,-14.2338,159.5322,1,Y,Edge SL,,,,,
GX 9+9,60201020002,B,PDS_456,158172.8088,262.11,-14.2456,155.8315,2,Y,"Strong SL, B only",,,,,
GX 9+9,60201020002,B,PDS_456,158172.8088,262.11,-14.2456,155.8315,2,Y,"Strong SL, B only",,,,,
GX 9+9,60402007002,A,PDS_456,81857.7386,262.06,-14.2882,336.7405,0,N,Strong SL,,,,,
GX 9+9,60402007004,A,PDS_456,78515.2947,262.06,-14.2862,336.0072,0,N,Strong SL,,,,,
GX 9+9,90101008002,A,PDS_456,77126.7031,262.05,-14.2851,349.5735,1,Y,"Strong SL, both FPMs",,,,,
GX 9+9,90101008002,B,PDS_456,77126.7031,262.05,-14.2851,349.5735,0,Y,Single,,,,,
GX 9+9,90101008002,B,PDS_456,77126.7031,262.05,-14.2851,349.5735,0,Y,Single,,,,,
GX 9+9,90101008004,A,PDS_456,40885.4801,262.07,-14.2889,348.7153,1,Y,"Strong SL, both FPMs",,,,,
GX 9+9,90101008004,B,PDS_456,40885.4801,262.07,-14.2889,348.7153,0,Y,Single,,,,,
GX 9+9,90101008004,B,PDS_456,40885.4801,262.07,-14.2889,348.7153,0,Y,Single,,,,,
IGR J16318-4848? ,90301322001,B,MAXI_J1621m501,19463.8027,245.02,-50.024,14.9156,2,Y,Strong source +FPMB SL,,,,,
IGR J16318-4848? ,90301322001,B,MAXI_J1621m501,19463.8027,245.02,-50.024,14.9156,2,Y,Strong source +FPMB SL,,,,,
IGR J17464-3213,40112003002,B,GCR_Block_B1,55534.2903,265.77,-29.4621,156.2592,1,Y,Strong SL,,,,,
IGR J17464-3213,40112003002,B,GCR_Block_B1,55534.2903,265.77,-29.4621,156.2592,1,Y,Strong SL,,,,,
IGR J17464-3213,40112004001,B,GCR_Block_B2,53375.7853,265.85,-29.4843,156.3702,1,Y,Strong SL,,,,,
IGR J17464-3213,40112004001,B,GCR_Block_B2,53375.7853,265.85,-29.4843,156.3702,1,Y,Strong SL,,,,,
LMC source?,10002008001,A,LMC_X4,39948.8518,83.20,-66.3476,83.8146,0,N,Weaker SL,,,,,
MAXI J1348,80402015002,A,MAXI_J1348m630_SLPA178,4651.7812,211.16,-63.2801,176.5021,,N,MAXI J1348 SL,,,,,
MAXI J1348,80402015002,B,MAXI_J1348m630_SLPA178,4651.7812,211.16,-63.2801,176.5021,NA,N,MAXI J1348 SL,,,,,
MAXI J1348,80402015002,B,MAXI_J1348m630_SLPA178,4651.7812,211.16,-63.2801,176.5021,NA,N,MAXI J1348 SL,,,,,
MAXI J1348,80402015004,A,MAXI_J1348m630_SLPA178,9369.5018,211.16,-63.2799,176.5082,,N,MAXI J1348 SL,,,,,
MAXI J1348,80402015004,B,MAXI_J1348m630_SLPA178,9369.5018,211.16,-63.2799,176.5082,NA,N,MAXI J1348 SL,,,,,
MAXI J1348,80402015004,B,MAXI_J1348m630_SLPA178,9369.5018,211.16,-63.2799,176.5082,NA,N,MAXI J1348 SL,,,4U 1705-44,,
MAXI J1535,80302310002,A,MAXI_J1535m571_SLPA005,6180.5875,230.42,-57.2227,5.2916,,N,MAXI J1535 SL,,,,,
MAXI J1535,80302310002,B,MAXI_J1535m571_SLPA005,6180.5875,230.42,-57.2227,5.2916,NA,N,MAXI J1535 SL,,,,,
MAXI J1535,80302310002,B,MAXI_J1535m571_SLPA005,6180.5875,230.42,-57.2227,5.2916,NA,N,MAXI J1535 SL,,,,,
MAXI J1535,80302310004,A,MAXI_J1535m571_SLPA005,6140.4699,230.36,-57.2352,7.7915,,N,MAXI J1535 SL,,,,,
MAXI J1535,80302310004,B,MAXI_J1535m571_SLPA005,6140.4699,230.36,-57.2352,7.7915,NA,N,MAXI J1535 SL,,,,,
MAXI J1535,80302310004,B,MAXI_J1535m571_SLPA005,6140.4699,230.36,-57.2352,7.7915,NA,N,MAXI J1535 SL,,,,,
MAXI J1535,80302312001,A,MAXI_J1535m571_SLPA030,9528.0614,230.62,-56.3097,33.2396,,N,MAXI J1535 SL,,,,,
MAXI J1535,80302312001,B,MAXI_J1535m571_SLPA030,9528.0614,230.62,-56.3097,33.2396,NA,N,MAXI J1535 SL,,,,,
MAXI J1535,80302312001,B,MAXI_J1535m571_SLPA030,9528.0614,230.62,-56.3097,33.2396,NA,N,MAXI J1535 SL,,,,,
MAXI J1535,80302312002,A,MAXI_J1535m571_SLPA030,12885.6455,230.62,-56.3123,35.3907,,N,MAXI J1535 SL,,,,,
MAXI J1535,80302312002,B,MAXI_J1535m571_SLPA030,12885.6455,230.62,-56.3123,35.3907,NA,N,MAXI J1535 SL,,,,,
MAXI J1535,80302312002,B,MAXI_J1535m571_SLPA030,12885.6455,230.62,-56.3123,35.3907,NA,N,MAXI J1535 SL,,,,,
MAXI J1535,80402304002,B,MAXI_J1535m571_SLPA177,5654.6291,237.25,-57.2089,357.312,0,,MAXI J1535 SL (Missed?),,,,,
MAXI J1535,80402304002,B,MAXI_J1535m571_SLPA177,5654.6291,237.25,-57.2089,357.312,0,,MAXI J1535 SL (Missed?),,,,,
MAXI J1535,80402304004,B,MAXI_J1535m571_SLPA177,6720.6186,237.23,-57.2146,357.5005,0,N,MAXI J1535 SL (Missed?),,,,,
MAXI J1535,80402304004,B,MAXI_J1535m571_SLPA177,6720.6186,237.23,-57.2146,357.5005,0,N,MAXI J1535 SL (Missed?),,,,,
MAXI J1820,10402603002,A,MAXI_J1820p070_SLPA130,10141.3706,276.38,8.5652,129.2862,,N,MAXI 1820 SL,,,,,
MAXI J1820,10402603002,B,MAXI_J1820p070_SLPA130,10141.3706,276.38,8.5652,129.2862,NA,N,MAXI J1820 SL,,,,,
MAXI J1820,10402603002,B,MAXI_J1820p070_SLPA130,10141.3706,276.38,8.5652,129.2862,NA,N,MAXI J1820 SL,,,,,
MAXI J1820,10402604001,A,MAXI_J1820p070_SLPA120,9773.2182,275.99,8.7734,119.2217,,N,MAXI 1820 SL,,,,,
MAXI J1820,10402604001,B,MAXI_J1820p070_SLPA120,9773.2182,275.99,8.7734,119.2217,NA,N,MAXI J1820 SL,,,,,
MAXI J1820,10402604001,B,MAXI_J1820p070_SLPA120,9773.2182,275.99,8.7734,119.2217,NA,N,MAXI J1820 SL,,,,,
MAXI J1820,10402606002,A,MAXI_J1820p070_SLPA0,6051.0209,273.31,7.1865,359.3641,1,N,MAXI J1820 SL,,,,,
MAXI J1820,10402606002,B,MAXI_J1820p070_SLPA0,6051.0209,273.31,7.1865,359.3641,0,N,MAXI J1820 SL,,,,,
MAXI J1820,10402606002,B,MAXI_J1820p070_SLPA0,6051.0209,273.31,7.1865,359.3641,0,N,MAXI J1820 SL,,,,,
MAXI J1820,90401311002,A,MAXI_J1820p070_SLPA155,2850.4698,276.79,7.9697,154.3456,,N,MAXI 1820 SL,,,,,
MAXI J1820,90401311002,B,MAXI_J1820p070_SLPA155,2850.4698,276.79,7.9697,154.3456,NA,N,MAXI J1820 SL,,,,,
MAXI J1820,90401311002,B,MAXI_J1820p070_SLPA155,2850.4698,276.79,7.9697,154.3456,NA,N,MAXI J1820 SL,,,,,
MAXI J1820,90401311004,A,MAXI_J1820p070_SLPA155,2809.9604,276.79,7.9704,154.3613,,N,MAXI 1820 SL,,,,,
MAXI J1820,90401311004,B,MAXI_J1820p070_SLPA155,2809.9604,276.79,7.9704,154.3613,NA,N,MAXI J1820 SL,,,,,
MAXI J1820,90401311004,B,MAXI_J1820p070_SLPA155,2809.9604,276.79,7.9704,154.3613,NA,N,MAXI J1820 SL,,,,,
MAXI J1820,90401311006,A,MAXI_J1820p070_SLPA155,2865.7228,276.80,7.9735,154.3404,,N,MAXI 1820 SL,,,,,
MAXI J1820,90401311006,B,MAXI_J1820p070_SLPA155,2865.7228,276.80,7.9735,154.3404,NA,N,MAXI J1820 SL,,,,,
MAXI J1820,90401311006,B,MAXI_J1820p070_SLPA155,2865.7228,276.80,7.9735,154.3404,NA,N,MAXI J1820 SL,,,,,
MAXI J1820,90401314002,A,MAXI_J1820p070_SLPA140,11416.9792,276.50,8.3772,139.362,,N,MAXI 1820 SL,,,,,
MAXI J1820,90401314002,B,MAXI_J1820p070_SLPA140,11416.9792,276.50,8.3772,139.362,NA,N,MAXI J1820 SL,,,,,
MAXI J1820,90401314002,B,MAXI_J1820p070_SLPA140,11416.9792,276.50,8.3772,139.362,NA,N,MAXI J1820 SL,,,,,
OAO 1657-415,30102054006,B,IGR_J16493m4348,21561.1383,252.35,-43.8361,342.8928,1,Y,Multiple sources,,4U 1702-429,,,
OAO 1657-415,30102054006,B,IGR_J16493m4348,21561.1383,252.35,-43.8361,342.8928,1,Y,Multiple sources,,4U 1702-429,,,
OAO 1657-415,30363005002,B,4U_1702m43,21697.6688,256.52,-43.0548,335.4653,0,Y,Weak SL in B,,,,,
OAO 1657-415,30363005002,B,4U_1702m43,21697.6688,256.52,-43.0548,335.4653,0,Y,Weak SL in B,,,,,
OAO 1657-415,40201001002,A,G346d6m0d2,62775.7322,257.56,-40.1979,148.4452,0,Y,Multiple,,,,,
OAO 1757-415,30102054006,A,IGR_J16493m4348,21561.1383,252.35,-43.8361,342.8928,1,Y,Multiple SL sources,,,,,
RX J0053.8-7226,30202004004,B,SMC_X1,21144.341,19.38,-73.4542,221.2206,2,N,Weak SL on B,,,,,
RX J0053.8-7226,30202004004,B,SMC_X1,21144.341,19.38,-73.4542,221.2206,2,N,Weak SL on B,,,,,
RX J0053.8-7226 ,30202004002,A,SMC_X1,22463.7072,19.38,-73.4421,211.0112,1,N,Faint SL,,,,,
RX J0053.8-7226 ,30202004002,B,SMC_X1,22463.7072,19.38,-73.4421,211.0112,1,N,Faint SL on both,,,,,
RX J0053.8-7226 ,30202004002,B,SMC_X1,22463.7072,19.38,-73.4421,211.0112,1,N,Faint SL on both,,,,,
SL Source #1,Sequence ID,Module,Primary Target,Exposure (s),RA,DEC,PA,Iter,In old sheet?,Notes,,SL Source #1,,,
SLX 1735-259,40112003002,A,GCR_Block_B1,55534.2903,265.77,-29.4621,156.2592,0,Y,"Multiple, strong SL",,,,,
SLX 1744-299,60160677002,A,2MASSJ17485512m3254521,21801.4007,267.27,-32.8787,150.0036,2,Y,Moderate SL,,??,,,
X1908+075,30401018002,A,4U_1907p09,78859.776,287.37,9.8237,23.1147,1,Y,Weak SL (strong on B),,,,,
X1908+075,30401018002,B,4U_1907p09,78859.776,287.37,9.8237,23.1147,0,Y,Strong SL (weak in A),,,,,
X1908+075,30401018002,B,4U_1907p09,78859.776,287.37,9.8237,23.1147,0,Y,Strong SL (weak in A),,,,,
X1908+075,90001010002,B,XTE_J1859p083,19838.5951,284.78,8.2742,151.4257,1,Y,Faint SL,,,,,
X1908+075,90001010002,B,XTE_J1859p083,19838.5951,284.78,8.2742,151.4257,1,Y,Faint SL,,,,,
,10002013003,A,SMC_X1,18604.5023,19.47,-73.4275,176.1375,0,N,"PSF bleed, no SL",,,,,
,10002013003,B,SMC_X1,18604.5023,19.47,-73.4275,176.1375,0,N,"Odd location, PSF bleed",,,,,
,10002013003,B,SMC_X1,18604.5023,19.47,-73.4275,176.1375,0,N,"Odd location, PSF bleed",,,,,
,10002017001,A,GS0834m430,26041.6341,128.76,-43.1582,45.1822,0,N,"Weird one, off axis?",,,,,
,10002017001,B,GS0834m430,26041.6341,128.76,-43.1582,45.1822,0,Y,"Way off-axis, no SL",,,,,
,10002017001,B,GS0834m430,26041.6341,128.76,-43.1582,45.1822,0,Y,"Way off-axis, no SL",,,,,
,10002018001,A,GS0834m430,31076.0492,128.95,-43.161,46.126,1,Y,"PSF Bleed, No SL",,,,,
,10002018001,B,GS0834m430,31076.0492,128.95,-43.161,46.126,1,Y,"PSF bleed, no SL",,,,,
,10002018001,B,GS0834m430,31076.0492,128.95,-43.161,46.126,1,Y,"PSF bleed, no SL",,,Also in B,,
,10002019001,A,MCGm5m23m16,33926.7563,146.89,-30.9328,27.307,2,N,Elevated background?,,,,,
,10002019001,B,MCGm5m23m16,33926.7563,146.89,-30.9328,27.307,1,N,High background,,,,,
,10002019001,B,MCGm5m23m16,33926.7563,146.89,-30.9328,27.307,1,N,High background,,,,,
,10002021001,A,1E1740d7m2942,2172.0005,265.94,-29.7737,331.1437,0,Y,"PSF bleed, SL on FPMB only",,,,,
,10002021003,A,1E1740d7m2942,6125.2671,265.96,-29.728,335.2775,1,Y,"PSF bleed, SL on FPMB only",,,,,
,10102002002,A,Cyg_X3,10168.2473,308.10,40.9358,314.3891,1,N,PSF bleed,,,,,
,10102002002,B,Cyg_X3,10168.2473,308.10,40.9358,314.3891,1,N,PSF bleed,,,,,
,10102002002,B,Cyg_X3,10168.2473,308.10,40.9358,314.3891,1,N,PSF bleed,,,,,
,10202002002,A,Her_X1,36585.7246,254.43,35.3288,352.7824,2,N,PSF bleed,,,,,
,10202002002,B,Her_X1,36585.7246,254.43,35.3288,352.7824,2,N,PSF Bleed,,,,,
,10202002002,B,Her_X1,36585.7246,254.43,35.3288,352.7824,2,N,PSF Bleed,,,,,
,10602001002,A,Her_X1,26932.834,254.47,35.3755,166.0492,2,N,PSF Bleed,,,,,
,10602001002,B,Her_X1,26932.834,254.47,35.3755,166.0492,2,N,PSF bleed,,,,,
,10602001002,B,Her_X1,26932.834,254.47,35.3755,166.0492,2,N,PSF bleed,,,,,
,30001015002,A,4U1957p11,50029.7089,299.84,11.6908,310.0072,1,N,"PSF bleed, no SL",,,,,
,30001015002,B,4U1957p11,50029.7089,299.84,11.6908,310.0072,2,N,PSF bleed,,,,,
,30001015002,B,4U1957p11,50029.7089,299.84,11.6908,310.0072,2,N,PSF bleed,,,,,
,30001041002,A,GX301_2,38200.9725,186.66,-62.7295,97.7072,1,Y,"PSF bleed, no SL",,,,,
,30001041002,B,GX301_2,38200.9725,186.66,-62.7295,97.7072,1,Y,"PSF bleed, no SL",,,,,
,30001041002,B,GX301_2,38200.9725,186.66,-62.7295,97.7072,1,Y,"PSF bleed, no SL",,,,,
,30001044002,B,BDp43_3654,105106.1643,308.39,43.9655,330.7691,0,Y,"SL on A, elevated bgd on B?",,,,,
,30001044002,B,BDp43_3654,105106.1643,308.39,43.9655,330.7691,0,Y,"SL on A, elevated bgd on B?",,,,,
,30001044004,B,BDp43_3654,98626.663,308.36,43.965,330.5941,2,N,"SL on A, high bgd on B?",,,,,
,30001044004,B,BDp43_3654,98626.663,308.36,43.965,330.5941,2,N,"SL on A, high bgd on B?",,,,,
,30001148002,A,SwiftJ1753d5m0127,40438.4583,268.35,-1.4785,337.9632,2,N,"PSF bleed, no SL",,,,,
,30002006002,A,Her_X1,27771.6545,254.40,35.2958,327.7674,1,N,"PSF bleed, no SL",,,,,
,30002006002,B,Her_X1,27771.6545,254.40,35.2958,327.7674,1,N,"PSF bleed, no SL",,,,,
,30002006002,B,Her_X1,27771.6545,254.40,35.2958,327.7674,1,N,"PSF bleed, no SL",,,,,
,30002006005,A,Her_X1,21867.5028,254.42,35.3143,325.4552,2,N,PSF bleed,,,,,
,30002006005,B,Her_X1,21867.5028,254.42,35.3143,325.4552,2,N,PSF bleed,,,,,
,30002006005,B,Her_X1,21867.5028,254.42,35.3143,325.4552,2,N,PSF bleed,,,,,
,30002006007,A,Her_X1,26675.7079,254.44,35.3201,323.3952,0,N,"PSF bleed, no SL",,,,,
,30002006007,B,Her_X1,26675.7079,254.44,35.3201,323.3952,0,N,"PSF bleed, no SL",,,,,
,30002006007,B,Her_X1,26675.7079,254.44,35.3201,323.3952,0,N,"PSF bleed, no SL",,,,,
,30002007002,A,Vela_X1,7137.8253,135.52,-40.5644,334.8175,2,N,PSF bleed,,,,,
,30002007002,B,Vela_X1,7137.8253,135.52,-40.5644,334.8175,0,N,"PSF bleed, no SL",,,,,
,30002007002,B,Vela_X1,7137.8253,135.52,-40.5644,334.8175,0,N,"PSF bleed, no SL",,,,,
,30002007003,A,Vela_X1,24496.0962,135.51,-40.5837,334.8005,0,Y,"PSF bleed, no SL",,,,,
,30002007003,B,Vela_X1,24496.0962,135.51,-40.5837,334.8005,2,N,"PSF bleed, no SL",,,,,
,30002007003,B,Vela_X1,24496.0962,135.51,-40.5837,334.8005,2,N,"PSF bleed, no SL",,,,,
,30002017004,A,PSRB1259m63,34369.3128,195.72,-63.8724,277.2144,1,Y,Second source in FoV,,,,,
,30002017004,B,PSRB1259m63,34369.3128,195.72,-63.8724,277.2144,0,Y,Second point source,,,,,
,30002017004,B,PSRB1259m63,34369.3128,195.72,-63.8724,277.2144,0,Y,Second point source,,,,,
,30002017010,B,PSRB1259m63,30267.9993,195.68,-63.8685,325.0753,0,Y,Second point source,,,,,
,30002017010,B,PSRB1259m63,30267.9993,195.68,-63.8685,325.0753,0,Y,Second point source,,,,,
,30002021034,A,HESSJ1640m465,16773.1253,250.21,-46.4857,129.7237,2,Y,"No SL, elevated bgd?",,,,,
,30002021034,B,HESSJ1640m465,16773.1253,250.21,-46.4857,129.7237,1,Y,High background,,,,,
,30002021034,B,HESSJ1640m465,16773.1253,250.21,-46.4857,129.7237,1,Y,High background,,,,,
,30002038002,A,Circinus_XMM2,18337.871,213.27,-65.3866,176.4717,2,Y,"Second point source, no SL",,,,,
,30002038002,B,Circinus_XMM2,18337.871,213.27,-65.3866,176.4717,1,Y,Multiple point sources,,,,,
,30002038002,B,Circinus_XMM2,18337.871,213.27,-65.3866,176.4717,1,Y,Multiple point sources,,,,,
,30002038004,A,Circinus_XMM2,40266.1474,213.23,-65.3825,176.4928,0,Y,"Second point source, no SL",,,,,
,30002038004,B,Circinus_XMM2,40266.1474,213.23,-65.3825,176.4928,2,Y,Multiple point sources,,,,,
,30002038004,B,Circinus_XMM2,40266.1474,213.23,-65.3825,176.4928,2,Y,Multiple point sources,,,,,
,30002038006,A,Circinus_XMM2,36196.0544,213.23,-65.3846,176.5225,0,Y,"Second point source, no SL",,,,,
,30002038006,B,Circinus_XMM2,36196.0544,213.23,-65.3846,176.5225,2,Y,Multiple point sources,,,,,
,30002038006,B,Circinus_XMM2,36196.0544,213.23,-65.3846,176.5225,2,Y,Multiple point sources,,,,,
,30002041006,B,SS433,29191.7762,287.94,4.9548,311.6256,2,Y,"PSF bleed, no SL",,,,,
,30002041006,B,SS433,29191.7762,287.94,4.9548,311.6256,2,Y,"PSF bleed, no SL",,,,,
,30002041020,A,SS433,26597.6049,287.94,4.9914,72.8901,1,Y,Elevated background? No SL,,,,,
,30002041020,B,SS433,26597.6049,287.94,4.9914,72.8901,1,Y,Elevated bgd?,,,,,
,30002041020,B,SS433,26597.6049,287.94,4.9914,72.8901,1,Y,Elevated bgd?,,,,,
,30101024002,A,4U_1636m53,19800.1954,250.26,-53.7708,259.0821,1,N,"PSF bleed, no SL",,,,,
,30101024002,B,4U_1636m53,19800.1954,250.26,-53.7708,259.0821,1,Y,"PSF bleed, no SL",,,,,
,30101024002,B,4U_1636m53,19800.1954,250.26,-53.7708,259.0821,1,Y,"PSF bleed, no SL",,,,,
,30101027002,B,4U_1700m37,38024.9868,256.02,-37.8285,158.2795,1,Y,"PSF bleed, no SL",,,,,
,30101027002,B,4U_1700m37,38024.9868,256.02,-37.8285,158.2795,1,Y,"PSF bleed, no SL",,,,,
,30101029002,A,4U_1626m67,65007.9119,248.14,-67.4563,212.9456,2,Y,"PSF bleed, no SL",,,,,
,30101029002,B,4U_1626m67,65007.9119,248.14,-67.4563,212.9456,1,Y,PSF bleed,,,,,
,30101029002,B,4U_1626m67,65007.9119,248.14,-67.4563,212.9456,1,Y,PSF bleed,,,,,
,30101042002,A,GX_301m2,35720.6997,186.60,-62.7383,68.1289,2,N,"PSF bleed, no SL",,,,,
,30101042002,B,GX_301m2,35720.6997,186.60,-62.7383,68.1289,2,Y,"PSF bleed, no SL",,,,,
,30101042002,B,GX_301m2,35720.6997,186.60,-62.7383,68.1289,2,Y,"PSF bleed, no SL",,,,,
,30101051002,A,GX_354m0,53342.219,263.01,-33.8473,252.3143,1,Y,PSF bleed,,,,,
,30101051002,B,GX_354m0,53342.219,263.01,-33.8473,252.3143,1,Y,PSF bleed,,,,,
,30101051002,B,GX_354m0,53342.219,263.01,-33.8473,252.3143,1,Y,PSF bleed,,,,,
,30101055002,A,Cen_X3,21427.4608,170.36,-60.6078,153.4872,1,Y,"PSF bleed, no SL",,,,,
,30101055002,B,Cen_X3,21427.4608,170.36,-60.6078,153.4872,0,Y,"PSF bleed, no SL",,,,,
,30101055002,B,Cen_X3,21427.4608,170.36,-60.6078,153.4872,0,Y,"PSF bleed, no SL",,,,,
,30101101002,A,Orion_Nebular_Cluster,95806.5955,83.80,-5.3911,208.7339,0,N,"Multiple point sources, no SL",,,,,
,30102014002,A,4U1636m53,27439.8513,250.18,-53.7711,335.8165,1,Y,"PSF bleed (cool one), no SL",,,,,
,30102014002,B,4U1636m53,27439.8513,250.18,-53.7711,335.8165,1,Y,"PSF bleed, no SL",,,,,
,30102014002,B,4U1636m53,27439.8513,250.18,-53.7711,335.8165,1,Y,"PSF bleed, no SL",,,,,
,30102014004,A,4U1636m53,30338.7499,250.19,-53.7666,341.7758,1,Y,"PSF bleed, no SL",,,,,
,30102014004,B,4U1636m53,30338.7499,250.19,-53.7666,341.7758,2,N,"PSF bleed, no SL",,,,,
,30102014004,B,4U1636m53,30338.7499,250.19,-53.7666,341.7758,2,N,"PSF bleed, no SL",,,,,
,30102014006,A,4U1636m53,28924.9996,250.18,-53.7701,347.9942,1,Y,"PSF bleed, no SL",,,,,
,30102041002,A,LMC_X4,24551.1546,83.28,-66.3639,197.0378,1,N,"PSF bleed, no SL",,,,,
,30161002002,A,IGRJ18293m1213,29901.4917,277.32,-12.2352,335.3527,1,Y,Elevated background?,,,,,
,30161002002,B,IGRJ18293m1213,29901.4917,277.32,-12.2352,335.3527,1,Y,High background,,,,,
,30161002002,B,IGRJ18293m1213,29901.4917,277.32,-12.2352,335.3527,1,Y,High background,,,,,
,30202004004,A,SMC_X1,21144.341,19.38,-73.4542,221.2206,2,N,"PSF bleed, no SL",,,,,
,30202004008,A,SMC_X1,20767.0456,19.33,-73.4591,254.6071,1,N,"PSF bleed, no SL",,,,,
,30202004008,B,SMC_X1,20767.0456,19.33,-73.4591,254.6071,1,N,"PSF bleed, no SL",,,,,
,30202004008,B,SMC_X1,20767.0456,19.33,-73.4591,254.6071,1,N,"PSF bleed, no SL",,,,,
,30202022006,A,M82_ULXS,2107.9719,148.96,69.6536,268.4157,2,N,Multiple point sources,,,,,
,30202022006,B,M82_ULXS,2107.9719,148.96,69.6536,268.4157,0,N,Background,,,,,
,30202022006,B,M82_ULXS,2107.9719,148.96,69.6536,268.4157,0,N,Background,,,,,
,30301009002,A,2A_1822m371,28638.7807,276.47,-37.0857,159.8187,2,N,"PSF bleed, no SL",,,,,
,30301009002,B,2A_1822m371,28638.7807,276.47,-37.0857,159.8187,2,N,"PSF bleed, no SL",,,,,
,30301009002,B,2A_1822m371,28638.7807,276.47,-37.0857,159.8187,2,N,"PSF bleed, no SL",,,,,
,30302002004,A,PSR_J2032p4127,42705.1779,308.04,41.4313,314.3536,2,Y,Ghost Rays,,,,,
,30302012002,A,Her_X1,28169.7634,254.42,35.3296,5.38,2,N,"PSF bleed, no SL",,,,,
,30302012002,B,Her_X1,28169.7634,254.42,35.3296,5.38,2,N,"PSF bleed, no SL",,,,,
,30302012002,B,Her_X1,28169.7634,254.42,35.3296,5.38,2,N,"PSF bleed, no SL",,,,,
,30302012004,A,Her_X1,27027.2517,,35.3641,164.6852,0,N,"PSD Bleed, no SL",,,,,
